loan_id,app_id,customer_id,disbursed_date,principal,tenure_months,interest_rate,risk_score
LOAN0001976,APP0004190,CUST000429,2026-06-25,16000,12,15.35,209.8
LOAN0001977,APP0004195,CUST002059,2026-03-14,37000,24,19.68,294.3
LOAN0001978,APP0004204,CUST000345,2025-11-22,101000,6,17.67,221.5
LOAN0001979,APP0004205,CUST000503,2026-05-04,79000,12,16.34,138.8
LOAN0001980,APP0004206,CUST000538,2025-11-14,55000,9,13.9,125.5
LOAN0001981,APP0004207,CUST001463,2026-04-25,193000,12,19.25,248.9
LOAN0001982,APP0004210,CUST000568,2026-02-24,118000,18,18.53,292.4
LOAN0001983,APP0004211,CUST000883,2026-02-08,53000,12,18.26,304.5
LOAN0001984,APP0004212,CUST001808,2025-09-16,58000,18,18.56,152.5
LOAN0001985,APP0004213,CUST000383,2025-07-24,51000,12,18.05,239.5
LOAN0001986,APP0004215,CUST000201,2026-03-01,76000,24,20.32,266.7
LOAN0001987,APP0004228,CUST001603,2026-02-26,51000,12,15.51,156.7
LOAN0001988,APP0004233,CUST000712,2026-06-16,61000,6,17.74,202.7
LOAN0001989,APP0004241,CUST002158,2026-01-20,55000,12,19.94,338.4
LOAN0001990,APP0004242,CUST002201,2026-04-09,32000,12,19.8,275.4
LOAN0001991,APP0004243,CUST002115,2025-10-25,44000,36,15.75,178.0
LOAN0001992,APP0004244,CUST000044,2025-12-12,46000,9,22.28,365.1
LOAN0001993,APP0004245,CUST000613,2025-12-10,113000,9,18.54,304.2
LOAN0001994,APP0004246,CUST001636,2026-04-29,73000,18,16.96,287.4
LOAN0001995,APP0004247,CUST001465,2026-03-23,54000,18,15.95,221.6
LOAN0001996,APP0004248,CUST002089,2025-08-09,116000,18,15.16,112.9
LOAN0001997,APP0004249,CUST002242,2025-11-21,77000,36,19.6,297.8
LOAN0001998,APP0004250,CUST000459,2025-12-22,105000,18,18.93,264.6
LOAN0001999,APP0004252,CUST000049,2026-02-01,94000,12,15.29,183.1
LOAN0002000,APP0004254,CUST000820,2025-08-27,56000,12,14.65,125.3
LOAN0002001,APP0004255,CUST001668,2026-02-22,81000,24,17.96,263.1
LOAN0002002,APP0004256,CUST000251,2026-03-16,39000,12,17.03,251.1
LOAN0002003,APP0004257,CUST001348,2025-09-26,63000,12,15.68,110.6
LOAN0002004,APP0004260,CUST002054,2026-05-15,40000,36,19.63,283.9
LOAN0002005,APP0004262,CUST000507,2026-03-20,70000,9,20.27,275.4
LOAN0002006,APP0004263,CUST000548,2026-01-28,79000,18,18.85,290.0
LOAN0002007,APP0004265,CUST001535,2026-02-14,101000,18,18.02,192.2
LOAN0002008,APP0004266,CUST002089,2025-10-20,28000,12,15.03,50.0
LOAN0002009,APP0004268,CUST001591,2026-02-17,165000,18,16.66,193.7
LOAN0002010,APP0004270,CUST001439,2026-02-17,97000,24,19.24,270.3
LOAN0002011,APP0004271,CUST002320,2025-09-17,72000,24,20.45,293.7
LOAN0002012,APP0004272,CUST001229,2025-09-28,20000,6,17.65,280.8
LOAN0002013,APP0004274,CUST000286,2025-11-23,134000,9,18.76,248.0
LOAN0002014,APP0004275,CUST001273,2025-08-07,79000,18,17.22,168.2
LOAN0002015,APP0004277,CUST000785,2026-01-06,53000,24,16.97,227.3
LOAN0002016,APP0004278,CUST001710,2026-02-11,92000,12,18.85,303.1
LOAN0002017,APP0004281,CUST001960,2026-03-31,21000,24,17.67,254.6
LOAN0002018,APP0004283,CUST000100,2026-04-21,56000,24,15.74,195.1
LOAN0002019,APP0004285,CUST000127,2026-02-10,80000,12,17.23,163.9
LOAN0002020,APP0004286,CUST001401,2026-02-14,48000,24,14.38,170.9
LOAN0002021,APP0004287,CUST000582,2025-11-21,21000,12,16.19,164.2
LOAN0002022,APP0004288,CUST000468,2025-12-07,67000,12,20.15,304.0
LOAN0002023,APP0004289,CUST000075,2025-09-30,38000,12,16.98,205.0
LOAN0002024,APP0004290,CUST001227,2025-12-24,95000,18,16.73,183.3
LOAN0002025,APP0004291,CUST002315,2025-12-14,93000,12,18.53,282.9
LOAN0002026,APP0004294,CUST002418,2025-07-04,174000,36,16.59,146.4
LOAN0002027,APP0004295,CUST002121,2025-12-03,136000,24,20.84,337.8
LOAN0002028,APP0004298,CUST000017,2026-06-22,79000,24,15.17,120.3
LOAN0002029,APP0004303,CUST002498,2026-03-04,39000,12,21.04,268.6
LOAN0002030,APP0004304,CUST002098,2026-06-22,122000,36,15.31,135.1
LOAN0002031,APP0004305,CUST001390,2026-05-12,42000,12,14.31,84.9
LOAN0002032,APP0004314,CUST002089,2026-03-27,59000,24,14.62,122.6
LOAN0002033,APP0004318,CUST002168,2026-03-22,111000,18,18.04,221.1
LOAN0002034,APP0004319,CUST000157,2026-05-09,34000,12,18.33,249.8
LOAN0002035,APP0004322,CUST000125,2025-07-21,168000,12,16.55,207.7
LOAN0002036,APP0004323,CUST001903,2026-01-12,91000,6,22.13,354.9
LOAN0002037,APP0004325,CUST001298,2026-03-25,35000,12,15.12,110.1
LOAN0002038,APP0004326,CUST000612,2025-12-17,77000,6,21.55,308.6
LOAN0002039,APP0004327,CUST000971,2025-12-04,240000,12,15.32,108.9
LOAN0002040,APP0004328,CUST000228,2026-01-22,85000,12,14.49,168.9
LOAN0002041,APP0004330,CUST002301,2025-10-15,84000,12,18.17,243.6
LOAN0002042,APP0004331,CUST001860,2025-10-09,27000,36,16.22,133.2
LOAN0002043,APP0004332,CUST001675,2025-11-26,67000,18,18.76,218.2
LOAN0002044,APP0004333,CUST001311,2025-12-03,73000,18,16.84,206.1
LOAN0002045,APP0004334,CUST002189,2026-04-20,119000,18,15.09,177.8
LOAN0002046,APP0004342,CUST000529,2026-02-10,90000,12,16.57,145.1
LOAN0002047,APP0004345,CUST001311,2026-06-12,93000,12,17.16,191.5
LOAN0002048,APP0004347,CUST001224,2025-07-07,51000,18,17.19,192.0
LOAN0002049,APP0004349,CUST001135,2025-11-04,80000,6,13.07,164.0
LOAN0002050,APP0004350,CUST001521,2025-09-29,99000,12,17.47,270.8
LOAN0002051,APP0004351,CUST000799,2025-12-11,148000,18,20.56,250.2
LOAN0002052,APP0004352,CUST000125,2025-09-28,36000,24,15.54,192.9
LOAN0002053,APP0004353,CUST001115,2025-12-05,175000,24,17.38,290.6
LOAN0002054,APP0004355,CUST001807,2025-09-23,101000,24,16.06,194.9
LOAN0002055,APP0004356,CUST000473,2026-05-23,58000,12,18.02,292.7
LOAN0002056,APP0004358,CUST000338,2026-05-22,54000,18,16.72,146.7
LOAN0002057,APP0004364,CUST002242,2026-01-23,143000,24,20.03,331.4
LOAN0002058,APP0004366,CUST001456,2025-09-07,59000,6,20.09,308.5
LOAN0002059,APP0004367,CUST002480,2026-04-12,61000,24,18.08,250.6
LOAN0002060,APP0004368,CUST000727,2025-07-12,74000,18,15.77,185.8
LOAN0002061,APP0004369,CUST001229,2026-06-07,173000,18,17.91,259.6
LOAN0002062,APP0004375,CUST001505,2025-08-12,71000,24,17.03,184.9
LOAN0002063,APP0004379,CUST001963,2025-09-30,66000,36,17.75,209.6
LOAN0002064,APP0004381,CUST002386,2026-01-14,40000,24,17.76,190.8
LOAN0002065,APP0004382,CUST001530,2026-04-17,70000,24,23.72,461.3
LOAN0002066,APP0004383,CUST002230,2025-12-07,141000,24,19.12,300.4
LOAN0002067,APP0004384,CUST000715,2026-05-16,83000,12,17.83,203.5
LOAN0002068,APP0004385,CUST000440,2026-03-20,48000,12,23.09,395.4
LOAN0002069,APP0004386,CUST002171,2025-07-14,120000,24,17.91,250.0
LOAN0002070,APP0004390,CUST001780,2026-03-01,78000,24,16.76,149.2
LOAN0002071,APP0004394,CUST001187,2025-07-24,70000,24,22.93,433.8
LOAN0002072,APP0004395,CUST000799,2026-04-08,58000,12,18.81,279.5
LOAN0002073,APP0004396,CUST000898,2026-04-12,106000,12,17.65,233.1
LOAN0002074,APP0004398,CUST002201,2026-05-26,32000,36,23.0,328.3
LOAN0002075,APP0004400,CUST002162,2026-01-25,94000,18,15.24,88.9
LOAN0002076,APP0004401,CUST002075,2025-12-19,240000,18,13.99,150.4
LOAN0002077,APP0004404,CUST001009,2026-03-22,87000,24,16.92,227.5
LOAN0002078,APP0004405,CUST000338,2026-01-15,60000,12,14.77,129.9
LOAN0002079,APP0004406,CUST001747,2025-09-25,111000,12,17.06,213.4
LOAN0002080,APP0004410,CUST002053,2026-04-15,129000,24,21.72,336.2
LOAN0002081,APP0004413,CUST001336,2025-11-26,19000,6,18.73,294.8
LOAN0002082,APP0004414,CUST002109,2026-06-28,70000,12,17.44,219.9
LOAN0002083,APP0004415,CUST000032,2025-07-08,37000,18,20.03,334.7
LOAN0002084,APP0004423,CUST001311,2026-05-20,134000,12,17.78,240.7
LOAN0002085,APP0004425,CUST000759,2026-05-18,78000,24,20.94,343.6
LOAN0002086,APP0004431,CUST002182,2025-11-29,27000,18,22.51,358.3
LOAN0002087,APP0004432,CUST001378,2026-06-02,52000,18,17.5,257.5
LOAN0002088,APP0004434,CUST001341,2025-11-16,70000,24,21.53,361.7
LOAN0002089,APP0004436,CUST002020,2025-08-04,85000,36,17.69,230.8
LOAN0002090,APP0004440,CUST002336,2026-01-25,120000,18,18.59,242.2
LOAN0002091,APP0004441,CUST001771,2025-07-06,41000,12,19.46,249.9
LOAN0002092,APP0004442,CUST001357,2025-12-17,40000,18,15.15,95.1
LOAN0002093,APP0004445,CUST001298,2025-10-25,107000,9,14.11,137.8
LOAN0002094,APP0004450,CUST000812,2025-12-11,54000,12,15.13,129.3
LOAN0002095,APP0004451,CUST000977,2026-01-19,92000,18,17.48,229.2
LOAN0002096,APP0004453,CUST001320,2026-03-05,69000,9,21.63,370.8
LOAN0002097,APP0004455,CUST000785,2026-05-16,72000,12,18.13,221.0
LOAN0002098,APP0004456,CUST001340,2025-11-30,59000,24,21.82,325.7
LOAN0002099,APP0004457,CUST000720,2026-03-09,74000,18,17.63,313.6
LOAN0002100,APP0004460,CUST000982,2026-03-28,63000,12,19.56,326.1
LOAN0002101,APP0004462,CUST000157,2026-04-03,69000,18,14.52,243.8
LOAN0002102,APP0004463,CUST000208,2025-12-06,45000,24,17.31,266.9
LOAN0002103,APP0004468,CUST002020,2026-02-07,45000,12,18.47,273.4
LOAN0002104,APP0004475,CUST002490,2026-06-15,68000,36,20.71,317.2
LOAN0002105,APP0004478,CUST000680,2025-07-27,61000,24,17.02,230.1
LOAN0002106,APP0004481,CUST001896,2026-03-05,56000,6,16.18,168.7
LOAN0002107,APP0004485,CUST001619,2026-01-16,41000,12,20.45,398.7
LOAN0002108,APP0004488,CUST001395,2025-11-21,200000,12,19.27,264.6
LOAN0002109,APP0004490,CUST000849,2026-03-29,44000,18,14.22,129.3
LOAN0002110,APP0004493,CUST000004,2026-06-14,92000,18,20.38,274.1
LOAN0002111,APP0004495,CUST001722,2026-02-05,87000,24,17.94,228.5
LOAN0002112,APP0004497,CUST000036,2025-11-20,100000,12,16.99,231.3
LOAN0002113,APP0004500,CUST001113,2025-09-12,121000,24,17.11,231.1
LOAN0002114,APP0004502,CUST001727,2026-02-21,33000,12,14.55,71.0
LOAN0002115,APP0004505,CUST001630,2026-04-20,67000,18,18.4,239.5
LOAN0002116,APP0004509,CUST002196,2026-05-13,108000,9,16.27,88.7
LOAN0002117,APP0004510,CUST001007,2025-10-23,24000,12,15.69,194.9
LOAN0002118,APP0004511,CUST000241,2026-05-15,89000,9,18.23,278.3
LOAN0002119,APP0004512,CUST001296,2026-06-19,92000,9,19.11,324.1
LOAN0002120,APP0004513,CUST001149,2025-10-09,77000,9,23.36,397.0
LOAN0002121,APP0004514,CUST001848,2026-02-12,117000,24,20.63,306.1
LOAN0002122,APP0004519,CUST001245,2026-02-20,84000,12,18.02,239.7
LOAN0002123,APP0004524,CUST002320,2025-12-25,16000,36,20.26,287.0
LOAN0002124,APP0004526,CUST000038,2025-09-13,88000,12,18.2,253.1
LOAN0002125,APP0004527,CUST001374,2025-11-20,20000,18,16.65,158.5
LOAN0002126,APP0004531,CUST002436,2026-06-28,28000,18,17.42,180.4
LOAN0002127,APP0004536,CUST000914,2026-04-28,116000,9,19.95,276.1
LOAN0002128,APP0004537,CUST001963,2025-11-13,182000,18,19.73,283.6
LOAN0002129,APP0004538,CUST000596,2026-04-22,94000,12,19.31,344.9
LOAN0002130,APP0004539,CUST000903,2025-09-20,82000,18,17.42,219.0
LOAN0002131,APP0004540,CUST000670,2026-01-14,105000,18,14.77,131.8
LOAN0002132,APP0004541,CUST001295,2025-09-26,108000,12,18.23,155.2
LOAN0002133,APP0004543,CUST001855,2025-09-17,129000,24,17.69,272.1
LOAN0002134,APP0004544,CUST001144,2026-04-28,97000,24,19.0,293.2
LOAN0002135,APP0004547,CUST000656,2025-10-24,70000,18,17.02,190.2
LOAN0002136,APP0004548,CUST001821,2025-09-04,44000,18,17.55,199.5
LOAN0002137,APP0004550,CUST002396,2026-03-25,75000,12,18.56,212.0
LOAN0002138,APP0004552,CUST000043,2025-07-25,29000,36,15.71,224.4
LOAN0002139,APP0004553,CUST000280,2025-08-12,181000,24,16.54,169.8
LOAN0002140,APP0004555,CUST002168,2025-11-29,112000,36,16.83,188.5
LOAN0002141,APP0004558,CUST002385,2025-11-19,150000,9,19.52,216.3
LOAN0002142,APP0004565,CUST000322,2025-10-10,112000,12,17.26,187.1
LOAN0002143,APP0004566,CUST000820,2026-03-04,78000,12,12.86,123.4
LOAN0002144,APP0004568,CUST001587,2026-01-22,40000,9,20.0,310.1
LOAN0002145,APP0004569,CUST001138,2025-10-17,134000,6,17.63,202.8
LOAN0002146,APP0004570,CUST000736,2025-07-06,71000,18,18.59,196.6
LOAN0002147,APP0004571,CUST002470,2025-10-26,40000,18,18.8,310.5
LOAN0002148,APP0004572,CUST001182,2026-05-16,99000,12,14.17,144.2
LOAN0002149,APP0004576,CUST002020,2026-02-12,138000,9,20.02,266.9
LOAN0002150,APP0004577,CUST000641,2026-04-19,66000,18,14.15,142.4
LOAN0002151,APP0004578,CUST000445,2026-06-07,206000,24,18.41,188.6
LOAN0002152,APP0004581,CUST000227,2026-05-28,216000,12,18.47,242.9
LOAN0002153,APP0004582,CUST002226,2026-03-05,49000,6,18.5,273.3
LOAN0002154,APP0004583,CUST000815,2025-12-04,78000,12,18.84,265.8
LOAN0002155,APP0004585,CUST001012,2025-11-09,68000,6,15.83,131.1
LOAN0002156,APP0004586,CUST001069,2025-09-23,18000,24,17.03,219.9
LOAN0002157,APP0004588,CUST001608,2026-03-23,9000,18,21.17,374.8
LOAN0002158,APP0004589,CUST002156,2026-06-19,144000,12,15.32,190.9
LOAN0002159,APP0004591,CUST001381,2026-02-24,124000,12,13.9,119.5
LOAN0002160,APP0004592,CUST000450,2026-03-08,35000,9,18.5,222.3
LOAN0002161,APP0004593,CUST002088,2026-02-04,24000,36,20.11,229.4
LOAN0002162,APP0004594,CUST001340,2025-09-28,38000,24,18.59,288.5
LOAN0002163,APP0004595,CUST000264,2025-09-08,100000,36,17.15,186.7
LOAN0002164,APP0004602,CUST001837,2025-10-21,93000,12,20.76,242.0
LOAN0002165,APP0004603,CUST001932,2026-06-17,30000,24,18.78,224.7
LOAN0002166,APP0004605,CUST002463,2025-10-09,90000,12,16.86,207.7
LOAN0002167,APP0004609,CUST000821,2026-06-16,89000,12,16.1,236.4
LOAN0002168,APP0004614,CUST000430,2025-10-08,37000,18,15.74,145.8
LOAN0002169,APP0004615,CUST000898,2026-06-10,203000,18,17.94,229.4
LOAN0002170,APP0004617,CUST001690,2025-11-11,44000,12,19.02,235.4
LOAN0002171,APP0004620,CUST002377,2026-03-06,39000,36,15.95,200.4
LOAN0002172,APP0004621,CUST000717,2026-01-05,129000,12,19.22,261.5
LOAN0002173,APP0004622,CUST001766,2025-11-14,43000,36,17.31,151.5
LOAN0002174,APP0004623,CUST001357,2025-11-25,15000,36,14.88,115.4
LOAN0002175,APP0004624,CUST001692,2026-06-30,83000,12,14.4,120.9
LOAN0002176,APP0004625,CUST002048,2025-08-27,84000,24,15.18,123.0
LOAN0002177,APP0004627,CUST002112,2025-08-28,33000,24,15.78,244.0
LOAN0002178,APP0004628,CUST001104,2025-12-28,157000,9,17.49,196.1
LOAN0002179,APP0004631,CUST000194,2026-05-10,100000,9,21.41,350.4
LOAN0002180,APP0004632,CUST000370,2025-12-06,29000,18,18.23,279.6
LOAN0002181,APP0004636,CUST000475,2025-07-16,17000,12,18.18,125.5
LOAN0002182,APP0004641,CUST002252,2026-03-28,117000,24,18.91,256.6
LOAN0002183,APP0004642,CUST001007,2026-03-07,75000,18,17.31,177.1
LOAN0002184,APP0004644,CUST001134,2026-06-30,86000,12,21.29,327.5
LOAN0002185,APP0004648,CUST000169,2026-03-01,215000,9,19.93,313.2
LOAN0002186,APP0004649,CUST001448,2026-06-05,47000,12,14.62,156.6
LOAN0002187,APP0004650,CUST001091,2026-05-27,322000,12,18.94,276.5
LOAN0002188,APP0004651,CUST001328,2025-07-27,121000,18,21.86,408.9
LOAN0002189,APP0004652,CUST002017,2026-03-16,109000,12,19.99,313.4
LOAN0002190,APP0004654,CUST000196,2025-11-17,65000,18,18.76,286.1
LOAN0002191,APP0004655,CUST001468,2025-12-04,38000,24,16.34,202.2
LOAN0002192,APP0004658,CUST000830,2025-09-15,36000,24,17.22,203.4
LOAN0002193,APP0004664,CUST000529,2026-02-22,78000,12,17.04,156.0
LOAN0002194,APP0004665,CUST002059,2026-05-25,166000,36,20.73,314.2
LOAN0002195,APP0004669,CUST002319,2025-12-19,53000,12,18.25,274.0
LOAN0002196,APP0004671,CUST002183,2026-04-24,91000,18,22.14,351.3
LOAN0002197,APP0004674,CUST000260,2026-05-23,145000,24,17.94,250.2
LOAN0002198,APP0004675,CUST000839,2025-07-28,62000,18,18.73,284.3
LOAN0002199,APP0004677,CUST002201,2026-04-21,100000,24,20.7,359.6
LOAN0002200,APP0004678,CUST000042,2025-07-26,58000,12,15.19,133.8
LOAN0002201,APP0004682,CUST001747,2025-07-30,35000,12,17.54,178.1
LOAN0002202,APP0004684,CUST001367,2025-12-25,49000,12,19.27,311.6
LOAN0002203,APP0004687,CUST001794,2026-01-06,62000,36,17.29,178.3
LOAN0002204,APP0004691,CUST000017,2025-07-26,43000,12,13.52,109.0
LOAN0002205,APP0004692,CUST000201,2026-06-24,165000,6,17.84,207.9
LOAN0002206,APP0004693,CUST002371,2026-07-02,121000,12,17.02,247.1
LOAN0002207,APP0004694,CUST000021,2025-12-16,174000,6,17.49,214.4
LOAN0002208,APP0004695,CUST001403,2025-08-21,150000,9,18.02,235.7
LOAN0002209,APP0004697,CUST000535,2026-05-25,53000,6,18.18,188.8
LOAN0002210,APP0004700,CUST001104,2025-10-03,107000,18,19.44,274.1
LOAN0002211,APP0004702,CUST000535,2025-09-04,139000,12,16.57,143.2
LOAN0002212,APP0004703,CUST001163,2026-03-12,78000,24,17.36,204.4
LOAN0002213,APP0004706,CUST000430,2026-03-19,72000,12,18.17,208.3
LOAN0002214,APP0004707,CUST002265,2025-09-04,65000,12,18.92,253.5
LOAN0002215,APP0004708,CUST001103,2025-10-10,44000,9,16.17,160.1
LOAN0002216,APP0004709,CUST001377,2025-12-13,89000,18,17.45,245.3
LOAN0002217,APP0004714,CUST000206,2025-07-10,224000,12,20.2,317.0
LOAN0002218,APP0004718,CUST002237,2026-04-04,43000,6,17.25,213.1
LOAN0002219,APP0004720,CUST000931,2025-10-27,97000,6,14.35,216.4
LOAN0002220,APP0004722,CUST001675,2026-06-13,61000,12,17.41,228.9
LOAN0002221,APP0004726,CUST000253,2025-07-13,9000,12,17.15,206.9
LOAN0002222,APP0004731,CUST002246,2026-02-11,77000,24,17.16,183.3
LOAN0002223,APP0004734,CUST001900,2026-04-24,156000,12,14.69,168.1
LOAN0002224,APP0004739,CUST000229,2026-05-23,10000,9,17.42,232.8
LOAN0002225,APP0004740,CUST001977,2026-02-25,103000,12,16.63,206.1
LOAN0002226,APP0004741,CUST002477,2026-04-29,170000,12,19.55,254.9
LOAN0002227,APP0004745,CUST001880,2025-09-15,95000,12,19.0,264.1
LOAN0002228,APP0004746,CUST000881,2025-09-14,185000,24,15.98,183.7
LOAN0002229,APP0004748,CUST002488,2026-03-29,179000,9,15.88,164.2
LOAN0002230,APP0004750,CUST001364,2026-03-14,160000,18,16.21,198.4
LOAN0002231,APP0004753,CUST000700,2025-11-25,80000,12,18.5,235.7
LOAN0002232,APP0004754,CUST001312,2026-06-18,136000,9,20.25,283.2
LOAN0002233,APP0004756,CUST001450,2025-10-26,128000,12,19.25,298.9
LOAN0002234,APP0004758,CUST000369,2025-12-12,112000,24,16.07,202.1
LOAN0002235,APP0004760,CUST000946,2026-06-25,64000,36,16.98,199.0
LOAN0002236,APP0004764,CUST001323,2025-07-29,67000,6,20.61,327.2
LOAN0002237,APP0004765,CUST000926,2025-11-15,81000,18,15.39,214.1
LOAN0002238,APP0004769,CUST001450,2025-11-22,118000,12,18.59,298.1
LOAN0002239,APP0004770,CUST002258,2025-09-20,21000,6,17.48,247.8
LOAN0002240,APP0004772,CUST000930,2026-01-26,99000,18,16.42,148.7
LOAN0002241,APP0004776,CUST000543,2025-12-20,190000,12,14.78,144.3
LOAN0002242,APP0004778,CUST001895,2025-12-12,166000,12,19.81,244.8
LOAN0002243,APP0004779,CUST002153,2025-08-30,78000,9,15.46,186.5
LOAN0002244,APP0004780,CUST001710,2026-03-21,28000,6,18.69,266.0
LOAN0002245,APP0004781,CUST001365,2026-04-06,154000,12,15.77,158.7
LOAN0002246,APP0004783,CUST000456,2025-11-21,97000,24,21.63,298.3
LOAN0002247,APP0004785,CUST001232,2026-03-25,106000,12,19.02,252.7
LOAN0002248,APP0004787,CUST002163,2026-06-01,61000,36,17.76,184.1
LOAN0002249,APP0004790,CUST002129,2026-01-28,39000,12,21.89,303.5
LOAN0002250,APP0004791,CUST000061,2026-03-26,81000,9,16.82,178.9
LOAN0002251,APP0004794,CUST000402,2026-05-28,54000,12,16.84,187.8
LOAN0002252,APP0004795,CUST000203,2025-10-31,48000,18,20.4,343.6
LOAN0002253,APP0004797,CUST000580,2026-02-18,162000,18,19.43,273.6
LOAN0002254,APP0004798,CUST001050,2026-06-23,232000,12,17.33,202.2
LOAN0002255,APP0004802,CUST002433,2026-05-05,101000,12,14.12,135.8
LOAN0002256,APP0004803,CUST001388,2026-01-28,117000,9,14.53,122.1
LOAN0002257,APP0004805,CUST000631,2026-06-10,38000,18,14.95,141.2
LOAN0002258,APP0004806,CUST001960,2025-10-07,134000,6,17.09,197.8
LOAN0002259,APP0004808,CUST001601,2026-06-12,53000,6,18.23,297.4
LOAN0002260,APP0004812,CUST001837,2026-04-19,164000,24,17.92,237.7
LOAN0002261,APP0004814,CUST000244,2026-04-25,230000,18,20.35,282.3
LOAN0002262,APP0004816,CUST001126,2026-05-15,72000,9,20.79,283.7
LOAN0002263,APP0004817,CUST001671,2026-02-23,47000,6,17.09,260.7
LOAN0002264,APP0004818,CUST001117,2026-03-04,112000,36,18.38,253.2
LOAN0002265,APP0004819,CUST000045,2025-09-11,206000,12,16.98,209.9
LOAN0002266,APP0004820,CUST001805,2025-07-29,64000,18,17.4,236.3
LOAN0002267,APP0004821,CUST001253,2026-05-15,119000,12,18.56,255.2
LOAN0002268,APP0004823,CUST001608,2025-12-22,146000,12,21.07,404.8
LOAN0002269,APP0004826,CUST001150,2026-06-23,145000,12,13.31,91.2
LOAN0002270,APP0004828,CUST000551,2026-06-07,76000,6,18.88,297.2
LOAN0002271,APP0004833,CUST001650,2026-04-18,43000,12,17.56,244.1
LOAN0002272,APP0004834,CUST000933,2025-08-16,244000,6,18.74,280.9
LOAN0002273,APP0004835,CUST000829,2026-02-18,61000,24,20.81,341.5
LOAN0002274,APP0004836,CUST001377,2026-01-20,65000,12,18.77,285.3
LOAN0002275,APP0004838,CUST002317,2025-10-26,52000,9,18.0,191.3
LOAN0002276,APP0004842,CUST001031,2026-02-22,71000,9,19.13,260.3
LOAN0002277,APP0004843,CUST000462,2026-01-19,27000,9,16.37,175.5
LOAN0002278,APP0004844,CUST000226,2025-08-04,60000,12,18.83,255.5
LOAN0002279,APP0004845,CUST002263,2026-02-25,65000,24,17.98,219.0
LOAN0002280,APP0004846,CUST000004,2026-02-09,159000,9,19.58,260.8
LOAN0002281,APP0004848,CUST000185,2026-04-28,91000,12,18.81,308.4
LOAN0002282,APP0004850,CUST001779,2026-04-13,97000,24,16.91,220.0
LOAN0002283,APP0004852,CUST000919,2026-02-04,91000,6,17.12,207.8
LOAN0002284,APP0004853,CUST001537,2026-05-20,114000,9,20.93,322.7
LOAN0002285,APP0004854,CUST002248,2026-01-21,152000,12,16.69,229.2
LOAN0002286,APP0004859,CUST000933,2025-08-28,21000,12,20.18,321.9
LOAN0002287,APP0004862,CUST001099,2026-01-25,100000,12,16.19,119.6
LOAN0002288,APP0004864,CUST002239,2025-09-09,123000,18,15.4,208.8
LOAN0002289,APP0004865,CUST001720,2026-05-14,86000,6,18.72,296.8
LOAN0002290,APP0004869,CUST001689,2026-04-20,76000,6,13.45,128.7
LOAN0002291,APP0004870,CUST000174,2026-02-09,120000,9,18.82,274.2
LOAN0002292,APP0004871,CUST000050,2026-03-19,56000,24,15.42,171.8
LOAN0002293,APP0004872,CUST000320,2026-05-20,185000,12,20.19,276.9
LOAN0002294,APP0004874,CUST002018,2025-11-10,31000,18,19.12,215.9
LOAN0002295,APP0004879,CUST000867,2026-03-13,98000,24,22.71,393.2
LOAN0002296,APP0004880,CUST000081,2025-07-17,37000,18,18.93,290.3
LOAN0002297,APP0004881,CUST001234,2026-03-31,33000,12,18.77,289.9
LOAN0002298,APP0004886,CUST000138,2026-04-11,101000,18,16.34,164.9
LOAN0002299,APP0004887,CUST000658,2026-01-25,106000,18,16.97,247.5
LOAN0002300,APP0004888,CUST002193,2026-04-15,104000,9,17.84,269.8
LOAN0002301,APP0004890,CUST001561,2025-07-06,95000,6,15.09,178.2
LOAN0002302,APP0004891,CUST001211,2025-09-29,54000,12,16.91,153.6
LOAN0002303,APP0004893,CUST000083,2026-02-20,106000,6,21.17,275.9
LOAN0002304,APP0004895,CUST001540,2026-03-26,59000,12,16.76,242.2
LOAN0002305,APP0004899,CUST000117,2026-02-23,89000,12,17.18,195.4
LOAN0002306,APP0004900,CUST001401,2026-06-16,55000,12,16.46,178.6
LOAN0002307,APP0004903,CUST000926,2026-05-31,123000,12,17.1,209.6
LOAN0002308,APP0004912,CUST001860,2025-09-05,39000,36,14.39,132.6
LOAN0002309,APP0004913,CUST000433,2026-01-16,95000,12,16.11,205.0
